sale_id,date,product_id,product_name,category,quantity,unit_price
60,2025-10-26,2,Pepsi 500ml,Beverage,3,1500.0
61,2025-10-26,2,Pepsi 500ml,Beverage,4,1500.0
61,2025-10-26,3,White Rice 5kg,Grocery,3,8000.0
61,2025-10-26,3,White Rice 5kg,Grocery,2,8000.0
62,2025-10-26,3,White Rice 5kg,Grocery,1,8000.0
62,2025-10-26,4,Notebook A4,Stationery,5,2500.0
63,2025-10-26,2,Pepsi 500ml,Beverage,5,1500.0
63,2025-10-26,2,Pepsi 500ml,Beverage,3,1500.0
63,2025-10-26,1,Coca-Cola 500ml,Beverage,3,1500.0
63,2025-10-26,1,Coca-Cola 500ml,Beverage,1,1500.0
64,2025-10-26,2,Pepsi 500ml,Beverage,5,1500.0
64,2025-10-26,4,Notebook A4,Stationery,2,2500.0
65,2025-10-26,2,Pepsi 500ml,Beverage,3,1500.0
65,2025-10-26,1,Coca-Cola 500ml,Beverage,3,1500.0
66,2025-10-26,3,White Rice 5kg,Grocery,3,8000.0
66,2025-10-26,2,Pepsi 500ml,Beverage,4,1500.0
66,2025-10-26,2,Pepsi 500ml,Beverage,3,1500.0
66,2025-10-26,3,White Rice 5kg,Grocery,3,8000.0
67,2025-10-26,2,Pepsi 500ml,Beverage,1,1500.0
67,2025-10-26,2,Pepsi 500ml,Beverage,4,1500.0
68,2025-10-26,2,Pepsi 500ml,Beverage,4,1500.0
68,2025-10-26,3,White Rice 5kg,Grocery,3,8000.0
69,2025-10-26,1,Coca-Cola 500ml,Beverage,1,1500.0
69,2025-10-26,2,Pepsi 500ml,Beverage,1,1500.0
69,2025-10-26,4,Notebook A4,Stationery,1,2500.0
69,2025-10-26,3,White Rice 5kg,Grocery,3,8000.0
70,2025-10-26,4,Notebook A4,Stationery,3,2500.0
71,2025-10-26,4,Notebook A4,Stationery,2,2500.0
72,2025-10-26,1,Coca-Cola 500ml,Beverage,2,1500.0
73,2025-10-26,2,Pepsi 500ml,Beverage,1,1500.0
74,2025-10-26,2,Pepsi 500ml,Beverage,4,1500.0
74,2025-10-26,4,Notebook A4,Stationery,1,2500.0
74,2025-10-26,1,Coca-Cola 500ml,Beverage,2,1500.0
74,2025-10-26,2,Pepsi 500ml,Beverage,2,1500.0
75,2025-10-26,1,Coca-Cola 500ml,Beverage,1,1500.0
75,2025-10-26,2,Pepsi 500ml,Beverage,5,1500.0
75,2025-10-26,2,Pepsi 500ml,Beverage,2,1500.0
76,2025-10-26,2,Pepsi 500ml,Beverage,3,1500.0
76,2025-10-26,3,White Rice 5kg,Grocery,3,8000.0
76,2025-10-26,1,Coca-Cola 500ml,Beverage,4,1500.0
77,2025-10-27,3,White Rice 5kg,Grocery,2,8000.0
77,2025-10-27,2,Pepsi 500ml,Beverage,3,1500.0
77,2025-10-27,3,White Rice 5kg,Grocery,3,8000.0
77,2025-10-27,2,Pepsi 500ml,Beverage,1,1500.0
78,2025-10-27,4,Notebook A4,Stationery,5,2500.0
78,2025-10-27,2,Pepsi 500ml,Beverage,2,1500.0
78,2025-10-27,3,White Rice 5kg,Grocery,3,8000.0
79,2025-10-27,2,Pepsi 500ml,Beverage,1,1500.0
79,2025-10-27,1,Coca-Cola 500ml,Beverage,4,1500.0
80,2025-10-27,4,Notebook A4,Stationery,5,2500.0
80,2025-10-27,2,Pepsi 500ml,Beverage,3,1500.0
80,2025-10-27,3,White Rice 5kg,Grocery,3,8000.0
80,2025-10-27,2,Pepsi 500ml,Beverage,2,1500.0
81,2025-10-27,3,White Rice 5kg,Grocery,1,8000.0
81,2025-10-27,2,Pepsi 500ml,Beverage,3,1500.0
81,2025-10-27,2,Pepsi 500ml,Beverage,4,1500.0
81,2025-10-27,3,White Rice 5kg,Grocery,2,8000.0
82,2025-10-27,4,Notebook A4,Stationery,5,2500.0
82,2025-10-27,3,White Rice 5kg,Grocery,1,8000.0
83,2025-10-27,4,Notebook A4,Stationery,3,2500.0
84,2025-10-27,1,Coca-Cola 500ml,Beverage,5,1500.0
84,2025-10-27,3,White Rice 5kg,Grocery,1,8000.0
84,2025-10-27,1,Coca-Cola 500ml,Beverage,2,1500.0
85,2025-10-27,4,Notebook A4,Stationery,5,2500.0
85,2025-10-27,1,Coca-Cola 500ml,Beverage,1,1500.0
86,2025-10-27,1,Coca-Cola 500ml,Beverage,2,1500.0
86,2025-10-27,4,Notebook A4,Stationery,4,2500.0
86,2025-10-27,1,Coca-Cola 500ml,Beverage,1,1500.0
86,2025-10-27,3,White Rice 5kg,Grocery,1,8000.0
87,2025-10-27,2,Pepsi 500ml,Beverage,4,1500.0
87,2025-10-27,1,Coca-Cola 500ml,Beverage,1,1500.0
87,2025-10-27,4,Notebook A4,Stationery,4,2500.0
88,2025-10-27,1,Coca-Cola 500ml,Beverage,4,1500.0
88,2025-10-27,4,Notebook A4,Stationery,3,2500.0
88,2025-10-27,3,White Rice 5kg,Grocery,3,8000.0
88,2025-10-27,4,Notebook A4,Stationery,4,2500.0
89,2025-10-27,4,Notebook A4,Stationery,3,2500.0
89,2025-10-27,3,White Rice 5kg,Grocery,2,8000.0
90,2025-10-27,4,Notebook A4,Stationery,1,2500.0
90,2025-10-27,4,Notebook A4,Stationery,5,2500.0
91,2025-10-27,2,Pepsi 500ml,Beverage,2,1500.0
91,2025-10-27,2,Pepsi 500ml,Beverage,1,1500.0
91,2025-10-27,4,Notebook A4,Stationery,2,2500.0
92,2025-10-27,3,White Rice 5kg,Grocery,1,8000.0
92,2025-10-27,4,Notebook A4,Stationery,1,2500.0
92,2025-10-27,1,Coca-Cola 500ml,Beverage,4,1500.0
93,2025-10-27,4,Notebook A4,Stationery,5,2500.0
94,2025-10-27,3,White Rice 5kg,Grocery,1,8000.0
94,2025-10-27,4,Notebook A4,Stationery,4,2500.0
95,2025-10-28,2,Pepsi 500ml,Beverage,1,1500.0
95,2025-10-28,1,Coca-Cola 500ml,Beverage,4,1500.0
96,2025-10-28,1,Coca-Cola 500ml,Beverage,2,1500.0
97,2025-10-28,1,Coca-Cola 500ml,Beverage,5,1500.0
98,2025-10-28,1,Coca-Cola 500ml,Beverage,1,1500.0
99,2025-10-28,1,Coca-Cola 500ml,Beverage,1,1500.0
99,2025-10-28,1,Coca-Cola 500ml,Beverage,3,1500.0
99,2025-10-28,2,Pepsi 500ml,Beverage,5,1500.0
100,2025-10-28,3,White Rice 5kg,Grocery,3,8000.0
100,2025-10-28,3,White Rice 5kg,Grocery,2,8000.0
100,2025-10-28,1,Coca-Cola 500ml,Beverage,4,1500.0
100,2025-10-28,2,Pepsi 500ml,Beverage,5,1500.0
101,2025-10-28,4,Notebook A4,Stationery,1,2500.0
101,2025-10-28,2,Pepsi 500ml,Beverage,4,1500.0
102,2025-10-28,2,Pepsi 500ml,Beverage,5,1500.0
102,2025-10-28,2,Pepsi 500ml,Beverage,3,1500.0
102,2025-10-28,4,Notebook A4,Stationery,1,2500.0
103,2025-10-28,3,White Rice 5kg,Grocery,3,8000.0
103,2025-10-28,2,Pepsi 500ml,Beverage,3,1500.0
103,2025-10-28,2,Pepsi 500ml,Beverage,2,1500.0
104,2025-10-28,2,Pepsi 500ml,Beverage,5,1500.0
104,2025-10-28,4,Notebook A4,Stationery,1,2500.0
104,2025-10-28,3,White Rice 5kg,Grocery,2,8000.0
104,2025-10-28,2,Pepsi 500ml,Beverage,1,1500.0
105,2025-10-28,1,Coca-Cola 500ml,Beverage,5,1500.0
106,2025-10-28,3,White Rice 5kg,Grocery,3,8000.0
106,2025-10-28,2,Pepsi 500ml,Beverage,5,1500.0
106,2025-10-28,3,White Rice 5kg,Grocery,1,8000.0
107,2025-10-29,2,Pepsi 500ml,Beverage,3,1500.0
107,2025-10-29,4,Notebook A4,Stationery,4,2500.0
108,2025-10-29,4,Notebook A4,Stationery,1,2500.0
108,2025-10-29,1,Coca-Cola 500ml,Beverage,5,1500.0
109,2025-10-29,2,Pepsi 500ml,Beverage,1,1500.0
109,2025-10-29,1,Coca-Cola 500ml,Beverage,1,1500.0
109,2025-10-29,3,White Rice 5kg,Grocery,2,8000.0
109,2025-10-29,2,Pepsi 500ml,Beverage,2,1500.0
110,2025-10-29,2,Pepsi 500ml,Beverage,5,1500.0
110,2025-10-29,4,Notebook A4,Stationery,4,2500.0
110,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
110,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
111,2025-10-29,4,Notebook A4,Stationery,2,2500.0
111,2025-10-29,4,Notebook A4,Stationery,4,2500.0
111,2025-10-29,3,White Rice 5kg,Grocery,2,8000.0
112,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
112,2025-10-29,3,White Rice 5kg,Grocery,3,8000.0
113,2025-10-29,3,White Rice 5kg,Grocery,2,8000.0
113,2025-10-29,4,Notebook A4,Stationery,5,2500.0
113,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
113,2025-10-29,1,Coca-Cola 500ml,Beverage,5,1500.0
114,2025-10-29,2,Pepsi 500ml,Beverage,1,1500.0
114,2025-10-29,1,Coca-Cola 500ml,Beverage,1,1500.0
114,2025-10-29,1,Coca-Cola 500ml,Beverage,5,1500.0
115,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
115,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
116,2025-10-29,1,Coca-Cola 500ml,Beverage,1,1500.0
116,2025-10-29,2,Pepsi 500ml,Beverage,1,1500.0
117,2025-10-29,1,Coca-Cola 500ml,Beverage,1,1500.0
117,2025-10-29,4,Notebook A4,Stationery,3,2500.0
118,2025-10-29,3,White Rice 5kg,Grocery,1,8000.0
118,2025-10-29,4,Notebook A4,Stationery,3,2500.0
119,2025-10-29,1,Coca-Cola 500ml,Beverage,2,1500.0
120,2025-10-29,4,Notebook A4,Stationery,3,2500.0
120,2025-10-29,1,Coca-Cola 500ml,Beverage,5,1500.0
121,2025-10-29,1,Coca-Cola 500ml,Beverage,1,1500.0
121,2025-10-29,4,Notebook A4,Stationery,2,2500.0
121,2025-10-29,4,Notebook A4,Stationery,4,2500.0
121,2025-10-29,4,Notebook A4,Stationery,2,2500.0
122,2025-10-29,1,Coca-Cola 500ml,Beverage,2,1500.0
122,2025-10-29,2,Pepsi 500ml,Beverage,3,1500.0
122,2025-10-29,3,White Rice 5kg,Grocery,3,8000.0
123,2025-10-30,1,Coca-Cola 500ml,Beverage,1,1500.0
123,2025-10-30,4,Notebook A4,Stationery,5,2500.0
124,2025-10-30,3,White Rice 5kg,Grocery,3,8000.0
124,2025-10-30,4,Notebook A4,Stationery,4,2500.0
124,2025-10-30,3,White Rice 5kg,Grocery,1,8000.0
125,2025-10-30,4,Notebook A4,Stationery,3,2500.0
125,2025-10-30,4,Notebook A4,Stationery,1,2500.0
126,2025-10-30,2,Pepsi 500ml,Beverage,3,1500.0
126,2025-10-30,1,Coca-Cola 500ml,Beverage,3,1500.0
126,2025-10-30,1,Coca-Cola 500ml,Beverage,3,1500.0
126,2025-10-30,1,Coca-Cola 500ml,Beverage,3,1500.0
127,2025-10-30,4,Notebook A4,Stationery,5,2500.0
128,2025-10-30,4,Notebook A4,Stationery,2,2500.0
128,2025-10-30,3,White Rice 5kg,Grocery,1,8000.0
128,2025-10-30,2,Pepsi 500ml,Beverage,3,1500.0
129,2025-10-30,2,Pepsi 500ml,Beverage,3,1500.0
129,2025-10-30,2,Pepsi 500ml,Beverage,4,1500.0
129,2025-10-30,4,Notebook A4,Stationery,2,2500.0
130,2025-10-30,3,White Rice 5kg,Grocery,1,8000.0
130,2025-10-30,4,Notebook A4,Stationery,3,2500.0
130,2025-10-30,4,Notebook A4,Stationery,2,2500.0
130,2025-10-30,2,Pepsi 500ml,Beverage,5,1500.0
131,2025-10-30,4,Notebook A4,Stationery,1,2500.0
131,2025-10-30,1,Coca-Cola 500ml,Beverage,2,1500.0
131,2025-10-30,2,Pepsi 500ml,Beverage,2,1500.0
131,2025-10-30,1,Coca-Cola 500ml,Beverage,2,1500.0
132,2025-10-30,4,Notebook A4,Stationery,2,2500.0
132,2025-10-30,3,White Rice 5kg,Grocery,3,8000.0
132,2025-10-30,4,Notebook A4,Stationery,2,2500.0
133,2025-10-30,4,Notebook A4,Stationery,1,2500.0
134,2025-10-30,4,Notebook A4,Stationery,3,2500.0
135,2025-10-30,4,Notebook A4,Stationery,3,2500.0
135,2025-10-30,1,Coca-Cola 500ml,Beverage,5,1500.0
135,2025-10-30,3,White Rice 5kg,Grocery,2,8000.0
135,2025-10-30,2,Pepsi 500ml,Beverage,1,1500.0
136,2025-10-30,3,White Rice 5kg,Grocery,2,8000.0
136,2025-10-30,1,Coca-Cola 500ml,Beverage,4,1500.0
136,2025-10-30,4,Notebook A4,Stationery,1,2500.0
137,2025-10-30,2,Pepsi 500ml,Beverage,4,1500.0
137,2025-10-30,3,White Rice 5kg,Grocery,3,8000.0
137,2025-10-30,4,Notebook A4,Stationery,1,2500.0
138,2025-10-30,3,White Rice 5kg,Grocery,2,8000.0
138,2025-10-30,3,White Rice 5kg,Grocery,1,8000.0
138,2025-10-30,4,Notebook A4,Stationery,2,2500.0
139,2025-10-30,4,Notebook A4,Stationery,1,2500.0
140,2025-10-30,4,Notebook A4,Stationery,1,2500.0
140,2025-10-30,2,Pepsi 500ml,Beverage,2,1500.0
141,2025-10-31,3,White Rice 5kg,Grocery,1,8000.0
142,2025-10-31,1,Coca-Cola 500ml,Beverage,5,1500.0
142,2025-10-31,3,White Rice 5kg,Grocery,1,8000.0
143,2025-10-31,3,White Rice 5kg,Grocery,2,8000.0
143,2025-10-31,2,Pepsi 500ml,Beverage,5,1500.0
144,2025-10-31,4,Notebook A4,Stationery,4,2500.0
145,2025-10-31,4,Notebook A4,Stationery,3,2500.0
145,2025-10-31,4,Notebook A4,Stationery,1,2500.0
145,2025-10-31,1,Coca-Cola 500ml,Beverage,2,1500.0
146,2025-10-31,2,Pepsi 500ml,Beverage,1,1500.0
146,2025-10-31,1,Coca-Cola 500ml,Beverage,4,1500.0
146,2025-10-31,1,Coca-Cola 500ml,Beverage,5,1500.0
147,2025-10-31,4,Notebook A4,Stationery,4,2500.0
147,2025-10-31,2,Pepsi 500ml,Beverage,2,1500.0
147,2025-10-31,4,Notebook A4,Stationery,2,2500.0
148,2025-10-31,1,Coca-Cola 500ml,Beverage,4,1500.0
148,2025-10-31,3,White Rice 5kg,Grocery,2,8000.0
148,2025-10-31,3,White Rice 5kg,Grocery,3,8000.0
148,2025-10-31,3,White Rice 5kg,Grocery,2,8000.0
149,2025-10-31,1,Coca-Cola 500ml,Beverage,2,1500.0
150,2025-10-31,3,White Rice 5kg,Grocery,2,8000.0
150,2025-10-31,2,Pepsi 500ml,Beverage,5,1500.0
151,2025-10-31,2,Pepsi 500ml,Beverage,3,1500.0
151,2025-10-31,3,White Rice 5kg,Grocery,1,8000.0
152,2025-10-31,1,Coca-Cola 500ml,Beverage,2,1500.0
152,2025-10-31,3,White Rice 5kg,Grocery,3,8000.0
153,2025-10-31,3,White Rice 5kg,Grocery,1,8000.0
154,2025-10-31,1,Coca-Cola 500ml,Beverage,1,1500.0
154,2025-10-31,4,Notebook A4,Stationery,4,2500.0
154,2025-10-31,3,White Rice 5kg,Grocery,2,8000.0
155,2025-10-31,2,Pepsi 500ml,Beverage,5,1500.0
156,2025-10-31,2,Pepsi 500ml,Beverage,5,1500.0
157,2025-11-01,2,Pepsi 500ml,Beverage,3,1500.0
157,2025-11-01,4,Notebook A4,Stationery,2,2500.0
158,2025-11-01,1,Coca-Cola 500ml,Beverage,5,1500.0
159,2025-11-01,2,Pepsi 500ml,Beverage,3,1500.0
159,2025-11-01,4,Notebook A4,Stationery,4,2500.0
159,2025-11-01,4,Notebook A4,Stationery,3,2500.0
159,2025-11-01,3,White Rice 5kg,Grocery,1,8000.0
160,2025-11-01,4,Notebook A4,Stationery,2,2500.0
160,2025-11-01,4,Notebook A4,Stationery,3,2500.0
161,2025-11-01,4,Notebook A4,Stationery,4,2500.0
161,2025-11-01,2,Pepsi 500ml,Beverage,3,1500.0
162,2025-11-01,3,White Rice 5kg,Grocery,2,8000.0
162,2025-11-01,3,White Rice 5kg,Grocery,2,8000.0
162,2025-11-01,3,White Rice 5kg,Grocery,1,8000.0
163,2025-11-01,3,White Rice 5kg,Grocery,3,8000.0
163,2025-11-01,4,Notebook A4,Stationery,4,2500.0
164,2025-11-01,1,Coca-Cola 500ml,Beverage,5,1500.0
165,2025-11-01,2,Pepsi 500ml,Beverage,5,1500.0
165,2025-11-01,2,Pepsi 500ml,Beverage,2,1500.0
166,2025-11-01,2,Pepsi 500ml,Beverage,5,1500.0
167,2025-11-01,3,White Rice 5kg,Grocery,3,8000.0
168,2025-11-01,4,Notebook A4,Stationery,5,2500.0
168,2025-11-01,2,Pepsi 500ml,Beverage,4,1500.0
168,2025-11-01,2,Pepsi 500ml,Beverage,4,1500.0
168,2025-11-01,1,Coca-Cola 500ml,Beverage,4,1500.0
169,2025-11-01,2,Pepsi 500ml,Beverage,1,1500.0
170,2025-11-01,1,Coca-Cola 500ml,Beverage,4,1500.0
170,2025-11-01,4,Notebook A4,Stationery,5,2500.0
170,2025-11-01,1,Coca-Cola 500ml,Beverage,4,1500.0
171,2025-11-01,3,White Rice 5kg,Grocery,1,8000.0
172,2025-11-01,1,Coca-Cola 500ml,Beverage,3,1500.0
172,2025-11-01,4,Notebook A4,Stationery,5,2500.0
173,2025-11-01,4,Notebook A4,Stationery,2,2500.0
173,2025-11-01,2,Pepsi 500ml,Beverage,2,1500.0
174,2025-11-01,2,Pepsi 500ml,Beverage,4,1500.0
174,2025-11-01,3,White Rice 5kg,Grocery,3,8000.0
175,2025-11-01,4,Notebook A4,Stationery,2,2500.0
176,2025-11-01,1,Coca-Cola 500ml,Beverage,1,1500.0
177,2025-11-01,3,White Rice 5kg,Grocery,2,8000.0
177,2025-11-01,3,White Rice 5kg,Grocery,3,8000.0
177,2025-11-01,2,Pepsi 500ml,Beverage,1,1500.0
177,2025-11-01,4,Notebook A4,Stationery,5,2500.0
178,2025-11-01,1,Coca-Cola 500ml,Beverage,1,1500.0
179,2025-11-01,1,Coca-Cola 500ml,Beverage,4,1500.0
179,2025-11-01,4,Notebook A4,Stationery,4,2500.0
180,2025-11-01,1,Coca-Cola 500ml,Beverage,2,1500.0
180,2025-11-01,1,Coca-Cola 500ml,Beverage,2,1500.0
180,2025-11-01,1,Coca-Cola 500ml,Beverage,5,1500.0
181,2025-11-02,3,White Rice 5kg,Grocery,1,8000.0
181,2025-11-02,4,Notebook A4,Stationery,5,2500.0
182,2025-11-02,4,Notebook A4,Stationery,5,2500.0
182,2025-11-02,1,Coca-Cola 500ml,Beverage,4,1500.0
183,2025-11-02,4,Notebook A4,Stationery,4,2500.0
184,2025-11-02,2,Pepsi 500ml,Beverage,2,1500.0
185,2025-11-02,2,Pepsi 500ml,Beverage,3,1500.0
185,2025-11-02,1,Coca-Cola 500ml,Beverage,3,1500.0
186,2025-11-02,2,Pepsi 500ml,Beverage,1,1500.0
186,2025-11-02,3,White Rice 5kg,Grocery,2,8000.0
186,2025-11-02,1,Coca-Cola 500ml,Beverage,3,1500.0
187,2025-11-02,1,Coca-Cola 500ml,Beverage,5,1500.0
187,2025-11-02,1,Coca-Cola 500ml,Beverage,5,1500.0
187,2025-11-02,2,Pepsi 500ml,Beverage,3,1500.0
187,2025-11-02,4,Notebook A4,Stationery,2,2500.0
188,2025-11-02,1,Coca-Cola 500ml,Beverage,4,1500.0
188,2025-11-02,2,Pepsi 500ml,Beverage,2,1500.0
188,2025-11-02,2,Pepsi 500ml,Beverage,3,1500.0
188,2025-11-02,4,Notebook A4,Stationery,5,2500.0
189,2025-11-02,3,White Rice 5kg,Grocery,1,8000.0
190,2025-11-02,1,Coca-Cola 500ml,Beverage,2,1500.0
191,2025-11-02,2,Pepsi 500ml,Beverage,5,1500.0
191,2025-11-02,2,Pepsi 500ml,Beverage,5,1500.0
191,2025-11-02,4,Notebook A4,Stationery,5,2500.0
192,2025-11-02,1,Coca-Cola 500ml,Beverage,5,1500.0
192,2025-11-02,1,Coca-Cola 500ml,Beverage,2,1500.0
192,2025-11-02,2,Pepsi 500ml,Beverage,3,1500.0
192,2025-11-02,4,Notebook A4,Stationery,3,2500.0
193,2025-11-02,1,Coca-Cola 500ml,Beverage,5,1500.0
193,2025-11-02,1,Coca-Cola 500ml,Beverage,4,1500.0
193,2025-11-02,4,Notebook A4,Stationery,3,2500.0
193,2025-11-02,2,Pepsi 500ml,Beverage,4,1500.0
194,2025-11-02,3,White Rice 5kg,Grocery,3,8000.0
194,2025-11-02,2,Pepsi 500ml,Beverage,1,1500.0
194,2025-11-02,2,Pepsi 500ml,Beverage,4,1500.0
195,2025-11-02,4,Notebook A4,Stationery,3,2500.0
195,2025-11-02,1,Coca-Cola 500ml,Beverage,2,1500.0
195,2025-11-02,2,Pepsi 500ml,Beverage,5,1500.0
195,2025-11-02,2,Pepsi 500ml,Beverage,3,1500.0
196,2025-11-02,2,Pepsi 500ml,Beverage,3,1500.0
196,2025-11-02,3,White Rice 5kg,Grocery,2,8000.0
196,2025-11-02,1,Coca-Cola 500ml,Beverage,5,1500.0
197,2025-11-02,3,White Rice 5kg,Grocery,2,8000.0
197,2025-11-02,2,Pepsi 500ml,Beverage,4,1500.0
197,2025-11-02,3,White Rice 5kg,Grocery,2,8000.0
197,2025-11-02,3,White Rice 5kg,Grocery,3,8000.0
198,2025-11-03,4,Notebook A4,Stationery,1,2500.0
198,2025-11-03,4,Notebook A4,Stationery,4,2500.0
198,2025-11-03,2,Pepsi 500ml,Beverage,4,1500.0
198,2025-11-03,2,Pepsi 500ml,Beverage,2,1500.0
199,2025-11-03,4,Notebook A4,Stationery,1,2500.0
199,2025-11-03,3,White Rice 5kg,Grocery,1,8000.0
199,2025-11-03,1,Coca-Cola 500ml,Beverage,5,1500.0
199,2025-11-03,4,Notebook A4,Stationery,5,2500.0
200,2025-11-03,2,Pepsi 500ml,Beverage,3,1500.0
200,2025-11-03,3,White Rice 5kg,Grocery,3,8000.0
201,2025-11-03,3,White Rice 5kg,Grocery,3,8000.0
201,2025-11-03,1,Coca-Cola 500ml,Beverage,4,1500.0
202,2025-11-03,3,White Rice 5kg,Grocery,1,8000.0
202,2025-11-03,1,Coca-Cola 500ml,Beverage,2,1500.0
202,2025-11-03,4,Notebook A4,Stationery,5,2500.0
202,2025-11-03,2,Pepsi 500ml,Beverage,3,1500.0
203,2025-11-03,4,Notebook A4,Stationery,2,2500.0
203,2025-11-03,1,Coca-Cola 500ml,Beverage,4,1500.0
203,2025-11-03,4,Notebook A4,Stationery,2,2500.0
203,2025-11-03,1,Coca-Cola 500ml,Beverage,3,1500.0
204,2025-11-03,3,White Rice 5kg,Grocery,2,8000.0
205,2025-11-03,3,White Rice 5kg,Grocery,3,8000.0
205,2025-11-03,1,Coca-Cola 500ml,Beverage,3,1500.0
205,2025-11-03,4,Notebook A4,Stationery,3,2500.0
206,2025-11-03,4,Notebook A4,Stationery,1,2500.0
206,2025-11-03,1,Coca-Cola 500ml,Beverage,4,1500.0
207,2025-11-04,2,Pepsi 500ml,Beverage,5,1500.0
207,2025-11-04,3,White Rice 5kg,Grocery,3,8000.0
208,2025-11-04,1,Coca-Cola 500ml,Beverage,1,1500.0
208,2025-11-04,1,Coca-Cola 500ml,Beverage,4,1500.0
208,2025-11-04,4,Notebook A4,Stationery,1,2500.0
208,2025-11-04,2,Pepsi 500ml,Beverage,2,1500.0
209,2025-11-04,4,Notebook A4,Stationery,4,2500.0
210,2025-11-04,1,Coca-Cola 500ml,Beverage,3,1500.0
210,2025-11-04,1,Coca-Cola 500ml,Beverage,5,1500.0
210,2025-11-04,2,Pepsi 500ml,Beverage,1,1500.0
211,2025-11-04,1,Coca-Cola 500ml,Beverage,4,1500.0
212,2025-11-04,2,Pepsi 500ml,Beverage,5,1500.0
212,2025-11-04,1,Coca-Cola 500ml,Beverage,1,1500.0
213,2025-11-04,2,Pepsi 500ml,Beverage,1,1500.0
213,2025-11-04,3,White Rice 5kg,Grocery,2,8000.0
213,2025-11-04,4,Notebook A4,Stationery,4,2500.0
213,2025-11-04,3,White Rice 5kg,Grocery,2,8000.0
214,2025-11-04,4,Notebook A4,Stationery,3,2500.0
214,2025-11-04,4,Notebook A4,Stationery,2,2500.0
214,2025-11-04,4,Notebook A4,Stationery,1,2500.0
214,2025-11-04,1,Coca-Cola 500ml,Beverage,2,1500.0
215,2025-11-04,2,Pepsi 500ml,Beverage,2,1500.0
215,2025-11-04,4,Notebook A4,Stationery,1,2500.0
216,2025-11-04,2,Pepsi 500ml,Beverage,4,1500.0
217,2025-11-04,3,White Rice 5kg,Grocery,2,8000.0
217,2025-11-04,2,Pepsi 500ml,Beverage,1,1500.0
217,2025-11-04,1,Coca-Cola 500ml,Beverage,2,1500.0
217,2025-11-04,4,Notebook A4,Stationery,2,2500.0
218,2025-11-04,1,Coca-Cola 500ml,Beverage,1,1500.0
218,2025-11-04,3,White Rice 5kg,Grocery,2,8000.0
218,2025-11-04,2,Pepsi 500ml,Beverage,5,1500.0
219,2025-11-05,4,Notebook A4,Stationery,1,2500.0
219,2025-11-05,4,Notebook A4,Stationery,1,2500.0
220,2025-11-05,3,White Rice 5kg,Grocery,3,8000.0
220,2025-11-05,3,White Rice 5kg,Grocery,2,8000.0
221,2025-11-05,3,White Rice 5kg,Grocery,3,8000.0
221,2025-11-05,3,White Rice 5kg,Grocery,1,8000.0
221,2025-11-05,3,White Rice 5kg,Grocery,2,8000.0
