sale_id,sale_date,total_amount,total_cost,profit,user_id,cashier_name,items_count,date,year,month,day,day_of_week,week_of_year,is_weekend
76,2025-10-26 13:00:00,34500.0,26350.0,8150.0,2,Cashier User,3,2025-10-26,2025,10,26,6,43,1
81,2025-10-27 00:00:00,34500.0,26150.0,8350.0,2,Cashier User,4,2025-10-27,2025,10,27,0,44,0
85,2025-10-27 00:00:00,14000.0,10000.0,4000.0,2,Cashier User,2,2025-10-27,2025,10,27,0,44,0
79,2025-10-27 01:00:00,7500.0,4950.0,2550.0,2,Cashier User,2,2025-10-27,2025,10,27,0,44,0
84,2025-10-27 01:00:00,18500.0,13500.0,5000.0,1,Shop Owner,3,2025-10-27,2025,10,27,0,44,0
93,2025-10-27 03:00:00,12500.0,9000.0,3500.0,2,Cashier User,1,2025-10-27,2025,10,27,0,44,0
94,2025-10-27 03:00:00,18000.0,13700.0,4300.0,1,Shop Owner,2,2025-10-27,2025,10,27,0,44,0
90,2025-10-27 05:00:00,15000.0,10800.0,4200.0,2,Cashier User,2,2025-10-27,2025,10,27,0,44,0
78,2025-10-27 06:00:00,39500.0,30400.0,9100.0,2,Cashier User,3,2025-10-27,2025,10,27,0,44,0
89,2025-10-27 06:00:00,23500.0,18400.0,5100.0,1,Shop Owner,2,2025-10-27,2025,10,27,0,44,0
88,2025-10-27 08:00:00,47500.0,36100.0,11400.0,2,Cashier User,4,2025-10-27,2025,10,27,0,44,0
82,2025-10-27 09:00:00,20500.0,15500.0,5000.0,2,Cashier User,2,2025-10-27,2025,10,27,0,44,0
91,2025-10-27 10:00:00,9500.0,6450.0,3050.0,2,Cashier User,3,2025-10-27,2025,10,27,0,44,0
77,2025-10-27 12:00:00,46000.0,36300.0,9700.0,1,Shop Owner,4,2025-10-27,2025,10,27,0,44,0
83,2025-10-27 12:00:00,7500.0,5400.0,2100.0,1,Shop Owner,1,2025-10-27,2025,10,27,0,44,0
92,2025-10-27 12:00:00,16500.0,12300.0,4200.0,2,Cashier User,3,2025-10-27,2025,10,27,0,44,0
80,2025-10-27 13:00:00,44000.0,33250.0,10750.0,1,Shop Owner,4,2025-10-27,2025,10,27,0,44,0
86,2025-10-27 13:00:00,22500.0,16700.0,5800.0,2,Cashier User,4,2025-10-27,2025,10,27,0,44,0
87,2025-10-27 13:00:00,17500.0,12000.0,5500.0,2,Cashier User,3,2025-10-27,2025,10,27,0,44,0
95,2025-10-28 00:00:00,7500.0,4950.0,2550.0,1,Shop Owner,2,2025-10-28,2025,10,28,1,44,0
98,2025-10-28 01:00:00,1500.0,1000.0,500.0,2,Cashier User,1,2025-10-28,2025,10,28,1,44,0
102,2025-10-28 02:00:00,14500.0,9400.0,5100.0,2,Cashier User,3,2025-10-28,2025,10,28,1,44,0
96,2025-10-28 03:00:00,3000.0,2000.0,1000.0,2,Cashier User,1,2025-10-28,2025,10,28,1,44,0
97,2025-10-28 05:00:00,7500.0,5000.0,2500.0,1,Shop Owner,1,2025-10-28,2025,10,28,1,44,0
105,2025-10-28 05:00:00,7500.0,5000.0,2500.0,2,Cashier User,1,2025-10-28,2025,10,28,1,44,0
100,2025-10-28 06:00:00,53500.0,41250.0,12250.0,2,Cashier User,4,2025-10-28,2025,10,28,1,44,0
104,2025-10-28 06:00:00,27500.0,20500.0,7000.0,2,Cashier User,4,2025-10-28,2025,10,28,1,44,0
106,2025-10-28 06:00:00,39500.0,30750.0,8750.0,1,Shop Owner,3,2025-10-28,2025,10,28,1,44,0
101,2025-10-28 07:00:00,8500.0,5600.0,2900.0,2,Cashier User,2,2025-10-28,2025,10,28,1,44,0
103,2025-10-28 09:00:00,31500.0,24250.0,7250.0,2,Cashier User,3,2025-10-28,2025,10,28,1,44,0
99,2025-10-28 13:00:00,13500.0,8750.0,4750.0,2,Cashier User,3,2025-10-28,2025,10,28,1,44,0
117,2025-10-29 00:00:00,9000.0,6400.0,2600.0,2,Cashier User,2,2025-10-29,2025,10,29,2,44,0
119,2025-10-29 00:00:00,3000.0,2000.0,1000.0,2,Cashier User,1,2025-10-29,2025,10,29,2,44,0
121,2025-10-29 00:00:00,21500.0,15400.0,6100.0,2,Cashier User,4,2025-10-29,2025,10,29,2,44,0
114,2025-10-29 01:00:00,10500.0,6950.0,3550.0,2,Cashier User,3,2025-10-29,2025,10,29,2,44,0
112,2025-10-29 02:00:00,32000.0,26000.0,6000.0,2,Cashier User,2,2025-10-29,2025,10,29,2,44,0
115,2025-10-29 03:00:00,16000.0,13000.0,3000.0,2,Cashier User,2,2025-10-29,2025,10,29,2,44,0
107,2025-10-29 05:00:00,14500.0,10050.0,4450.0,1,Shop Owner,2,2025-10-29,2025,10,29,2,44,0
122,2025-10-29 05:00:00,31500.0,24350.0,7150.0,2,Cashier User,3,2025-10-29,2025,10,29,2,44,0
109,2025-10-29 06:00:00,22000.0,16850.0,5150.0,2,Cashier User,4,2025-10-29,2025,10,29,2,44,0
111,2025-10-29 06:00:00,31000.0,23800.0,7200.0,2,Cashier User,3,2025-10-29,2025,10,29,2,44,0
120,2025-10-29 06:00:00,15000.0,10400.0,4600.0,2,Cashier User,2,2025-10-29,2025,10,29,2,44,0
116,2025-10-29 07:00:00,3000.0,1950.0,1050.0,2,Cashier User,2,2025-10-29,2025,10,29,2,44,0
108,2025-10-29 10:00:00,10000.0,6800.0,3200.0,1,Shop Owner,2,2025-10-29,2025,10,29,2,44,0
110,2025-10-29 12:00:00,33500.0,24950.0,8550.0,2,Cashier User,4,2025-10-29,2025,10,29,2,44,0
113,2025-10-29 12:00:00,44000.0,33500.0,10500.0,2,Cashier User,4,2025-10-29,2025,10,29,2,44,0
118,2025-10-29 13:00:00,15500.0,11900.0,3600.0,1,Shop Owner,2,2025-10-29,2025,10,29,2,44,0
137,2025-10-30 00:00:00,32500.0,25100.0,7400.0,2,Cashier User,3,2025-10-30,2025,10,30,3,44,0
127,2025-10-30 01:00:00,12500.0,9000.0,3500.0,2,Cashier User,1,2025-10-30,2025,10,30,3,44,0
126,2025-10-30 02:00:00,18000.0,11850.0,6150.0,2,Cashier User,4,2025-10-30,2025,10,30,3,44,0
134,2025-10-30 02:00:00,7500.0,5400.0,2100.0,2,Cashier User,1,2025-10-30,2025,10,30,3,44,0
131,2025-10-30 03:00:00,11500.0,7700.0,3800.0,1,Shop Owner,4,2025-10-30,2025,10,30,3,44,0
135,2025-10-30 05:00:00,32500.0,24350.0,8150.0,1,Shop Owner,4,2025-10-30,2025,10,30,3,44,0
123,2025-10-30 06:00:00,14000.0,10000.0,4000.0,1,Shop Owner,2,2025-10-30,2025,10,30,3,44,0
133,2025-10-30 06:00:00,2500.0,1800.0,700.0,2,Cashier User,1,2025-10-30,2025,10,30,3,44,0
128,2025-10-30 07:00:00,17500.0,12950.0,4550.0,1,Shop Owner,3,2025-10-30,2025,10,30,3,44,0
136,2025-10-30 07:00:00,24500.0,18800.0,5700.0,2,Cashier User,3,2025-10-30,2025,10,30,3,44,0
130,2025-10-30 08:00:00,28000.0,20250.0,7750.0,2,Cashier User,4,2025-10-30,2025,10,30,3,44,0
139,2025-10-30 08:00:00,2500.0,1800.0,700.0,2,Cashier User,1,2025-10-30,2025,10,30,3,44,0
124,2025-10-30 09:00:00,42000.0,33200.0,8800.0,2,Cashier User,3,2025-10-30,2025,10,30,3,44,0
140,2025-10-30 09:00:00,5500.0,3700.0,1800.0,2,Cashier User,2,2025-10-30,2025,10,30,3,44,0
125,2025-10-30 11:00:00,10000.0,7200.0,2800.0,1,Shop Owner,2,2025-10-30,2025,10,30,3,44,0
129,2025-10-30 11:00:00,15500.0,10250.0,5250.0,1,Shop Owner,3,2025-10-30,2025,10,30,3,44,0
132,2025-10-30 12:00:00,34000.0,26700.0,7300.0,2,Cashier User,3,2025-10-30,2025,10,30,3,44,0
138,2025-10-30 12:00:00,29000.0,23100.0,5900.0,2,Cashier User,3,2025-10-30,2025,10,30,3,44,0
148,2025-10-31 00:00:00,62000.0,49500.0,12500.0,2,Cashier User,4,2025-10-31,2025,10,31,4,44,0
149,2025-10-31 00:00:00,3000.0,2000.0,1000.0,2,Cashier User,1,2025-10-31,2025,10,31,4,44,0
142,2025-10-31 01:00:00,15500.0,11500.0,4000.0,1,Shop Owner,2,2025-10-31,2025,10,31,4,44,0
146,2025-10-31 01:00:00,15000.0,9950.0,5050.0,2,Cashier User,3,2025-10-31,2025,10,31,4,44,0
154,2025-10-31 01:00:00,27500.0,21200.0,6300.0,2,Cashier User,3,2025-10-31,2025,10,31,4,44,0
155,2025-10-31 01:00:00,7500.0,4750.0,2750.0,2,Cashier User,1,2025-10-31,2025,10,31,4,44,0
153,2025-10-31 07:00:00,8000.0,6500.0,1500.0,2,Cashier User,1,2025-10-31,2025,10,31,4,44,0
151,2025-10-31 08:00:00,12500.0,9350.0,3150.0,2,Cashier User,2,2025-10-31,2025,10,31,4,44,0
156,2025-10-31 09:00:00,7500.0,4750.0,2750.0,1,Shop Owner,1,2025-10-31,2025,10,31,4,44,0
152,2025-10-31 10:00:00,27000.0,21500.0,5500.0,2,Cashier User,2,2025-10-31,2025,10,31,4,44,0
147,2025-10-31 11:00:00,18000.0,12700.0,5300.0,2,Cashier User,3,2025-10-31,2025,10,31,4,44,0
141,2025-10-31 12:00:00,8000.0,6500.0,1500.0,2,Cashier User,1,2025-10-31,2025,10,31,4,44,0
143,2025-10-31 12:00:00,23500.0,17750.0,5750.0,2,Cashier User,2,2025-10-31,2025,10,31,4,44,0
144,2025-10-31 12:00:00,10000.0,7200.0,2800.0,1,Shop Owner,1,2025-10-31,2025,10,31,4,44,0
145,2025-10-31 12:00:00,13000.0,9200.0,3800.0,1,Shop Owner,3,2025-10-31,2025,10,31,4,44,0
150,2025-10-31 13:00:00,23500.0,17750.0,5750.0,2,Cashier User,2,2025-10-31,2025,10,31,4,44,0
174,2025-11-01 00:00:00,30000.0,23300.0,6700.0,2,Cashier User,2,2025-11-01,2025,11,1,5,44,1
157,2025-11-01 01:00:00,9500.0,6450.0,3050.0,2,Cashier User,2,2025-11-01,2025,11,1,5,44,1
160,2025-11-01 01:00:00,12500.0,9000.0,3500.0,1,Shop Owner,2,2025-11-01,2025,11,1,5,44,1
170,2025-11-01 01:00:00,24500.0,17000.0,7500.0,1,Shop Owner,3,2025-11-01,2025,11,1,5,44,1
164,2025-11-01 02:00:00,7500.0,5000.0,2500.0,2,Cashier User,1,2025-11-01,2025,11,1,5,44,1
167,2025-11-01 02:00:00,24000.0,19500.0,4500.0,2,Cashier User,1,2025-11-01,2025,11,1,5,44,1
169,2025-11-01 02:00:00,1500.0,950.0,550.0,1,Shop Owner,1,2025-11-01,2025,11,1,5,44,1
175,2025-11-01 03:00:00,5000.0,3600.0,1400.0,1,Shop Owner,1,2025-11-01,2025,11,1,5,44,1
161,2025-11-01 04:00:00,14500.0,10050.0,4450.0,2,Cashier User,2,2025-11-01,2025,11,1,5,44,1
162,2025-11-01 04:00:00,40000.0,32500.0,7500.0,2,Cashier User,3,2025-11-01,2025,11,1,5,44,1
178,2025-11-01 04:00:00,1500.0,1000.0,500.0,1,Shop Owner,1,2025-11-01,2025,11,1,5,44,1
158,2025-11-01 05:00:00,7500.0,5000.0,2500.0,1,Shop Owner,1,2025-11-01,2025,11,1,5,44,1
177,2025-11-01 05:00:00,54000.0,42450.0,11550.0,2,Cashier User,4,2025-11-01,2025,11,1,5,44,1
168,2025-11-01 07:00:00,30500.0,20600.0,9900.0,2,Cashier User,4,2025-11-01,2025,11,1,5,44,1
166,2025-11-01 08:00:00,7500.0,4750.0,2750.0,1,Shop Owner,1,2025-11-01,2025,11,1,5,44,1
171,2025-11-01 09:00:00,8000.0,6500.0,1500.0,2,Cashier User,1,2025-11-01,2025,11,1,5,44,1
172,2025-11-01 09:00:00,17000.0,12000.0,5000.0,2,Cashier User,2,2025-11-01,2025,11,1,5,44,1
179,2025-11-01 09:00:00,16000.0,11200.0,4800.0,2,Cashier User,2,2025-11-01,2025,11,1,5,44,1
180,2025-11-01 09:00:00,13500.0,9000.0,4500.0,2,Cashier User,3,2025-11-01,2025,11,1,5,44,1
165,2025-11-01 10:00:00,10500.0,6650.0,3850.0,1,Shop Owner,2,2025-11-01,2025,11,1,5,44,1
173,2025-11-01 10:00:00,8000.0,5500.0,2500.0,1,Shop Owner,2,2025-11-01,2025,11,1,5,44,1
159,2025-11-01 11:00:00,30000.0,21950.0,8050.0,2,Cashier User,4,2025-11-01,2025,11,1,5,44,1
163,2025-11-01 12:00:00,34000.0,26700.0,7300.0,2,Cashier User,2,2025-11-01,2025,11,1,5,44,1
176,2025-11-01 13:00:00,1500.0,1000.0,500.0,2,Cashier User,1,2025-11-01,2025,11,1,5,44,1
182,2025-11-02 01:00:00,18500.0,13000.0,5500.0,2,Cashier User,2,2025-11-02,2025,11,2,6,44,1
196,2025-11-02 05:00:00,28000.0,20850.0,7150.0,2,Cashier User,3,2025-11-02,2025,11,2,6,44,1
187,2025-11-02 06:00:00,24500.0,16450.0,8050.0,1,Shop Owner,4,2025-11-02,2025,11,2,6,44,1
189,2025-11-02 06:00:00,8000.0,6500.0,1500.0,1,Shop Owner,1,2025-11-02,2025,11,2,6,44,1
197,2025-11-02 06:00:00,62000.0,49300.0,12700.0,2,Cashier User,4,2025-11-02,2025,11,2,6,44,1
190,2025-11-02 09:00:00,3000.0,2000.0,1000.0,1,Shop Owner,1,2025-11-02,2025,11,2,6,44,1
186,2025-11-02 11:00:00,22000.0,16950.0,5050.0,2,Cashier User,3,2025-11-02,2025,11,2,6,44,1
181,2025-11-02 12:00:00,20500.0,15500.0,5000.0,2,Cashier User,2,2025-11-02,2025,11,2,6,44,1
183,2025-11-02 12:00:00,10000.0,7200.0,2800.0,2,Cashier User,1,2025-11-02,2025,11,2,6,44,1
184,2025-11-02 12:00:00,3000.0,1900.0,1100.0,2,Cashier User,1,2025-11-02,2025,11,2,6,44,1
191,2025-11-02 12:00:00,27500.0,18500.0,9000.0,2,Cashier User,3,2025-11-02,2025,11,2,6,44,1
185,2025-11-02 13:00:00,9000.0,5850.0,3150.0,2,Cashier User,2,2025-11-02,2025,11,2,6,44,1
188,2025-11-02 13:00:00,26000.0,17750.0,8250.0,1,Shop Owner,4,2025-11-02,2025,11,2,6,44,1
192,2025-11-02 13:00:00,22500.0,15250.0,7250.0,2,Cashier User,4,2025-11-02,2025,11,2,6,44,1
193,2025-11-02 13:00:00,27000.0,18200.0,8800.0,2,Cashier User,4,2025-11-02,2025,11,2,6,44,1
194,2025-11-02 13:00:00,31500.0,24250.0,7250.0,2,Cashier User,3,2025-11-02,2025,11,2,6,44,1
195,2025-11-02 13:00:00,22500.0,15000.0,7500.0,2,Cashier User,4,2025-11-02,2025,11,2,6,44,1
206,2025-11-03 01:00:00,8500.0,5800.0,2700.0,2,Cashier User,2,2025-11-03,2025,11,3,0,45,0
205,2025-11-03 02:00:00,36000.0,27900.0,8100.0,2,Cashier User,3,2025-11-03,2025,11,3,0,45,0
200,2025-11-03 03:00:00,28500.0,22350.0,6150.0,2,Cashier User,2,2025-11-03,2025,11,3,0,45,0
203,2025-11-03 03:00:00,20500.0,14200.0,6300.0,2,Cashier User,4,2025-11-03,2025,11,3,0,45,0
199,2025-11-03 06:00:00,30500.0,22300.0,8200.0,2,Cashier User,4,2025-11-03,2025,11,3,0,45,0
198,2025-11-03 09:00:00,21500.0,14700.0,6800.0,2,Cashier User,4,2025-11-03,2025,11,3,0,45,0
202,2025-11-03 09:00:00,28000.0,20350.0,7650.0,2,Cashier User,4,2025-11-03,2025,11,3,0,45,0
204,2025-11-03 10:00:00,16000.0,13000.0,3000.0,2,Cashier User,1,2025-11-03,2025,11,3,0,45,0
201,2025-11-03 12:00:00,30000.0,23500.0,6500.0,1,Shop Owner,2,2025-11-03,2025,11,3,0,45,0
213,2025-11-04 01:00:00,43500.0,34150.0,9350.0,2,Cashier User,4,2025-11-04,2025,11,4,1,45,0
210,2025-11-04 02:00:00,13500.0,8950.0,4550.0,1,Shop Owner,3,2025-11-04,2025,11,4,1,45,0
215,2025-11-04 02:00:00,5500.0,3700.0,1800.0,2,Cashier User,2,2025-11-04,2025,11,4,1,45,0
218,2025-11-04 03:00:00,25000.0,18750.0,6250.0,2,Cashier User,3,2025-11-04,2025,11,4,1,45,0
216,2025-11-04 04:00:00,6000.0,3800.0,2200.0,1,Shop Owner,1,2025-11-04,2025,11,4,1,45,0
209,2025-11-04 05:00:00,10000.0,7200.0,2800.0,1,Shop Owner,1,2025-11-04,2025,11,4,1,45,0
212,2025-11-04 05:00:00,9000.0,5750.0,3250.0,2,Cashier User,2,2025-11-04,2025,11,4,1,45,0
217,2025-11-04 06:00:00,25500.0,19550.0,5950.0,2,Cashier User,4,2025-11-04,2025,11,4,1,45,0
207,2025-11-04 09:00:00,31500.0,24250.0,7250.0,2,Cashier User,2,2025-11-04,2025,11,4,1,45,0
214,2025-11-04 09:00:00,18000.0,12800.0,5200.0,2,Cashier User,4,2025-11-04,2025,11,4,1,45,0
211,2025-11-04 10:00:00,6000.0,4000.0,2000.0,1,Shop Owner,1,2025-11-04,2025,11,4,1,45,0
208,2025-11-04 11:00:00,13000.0,8700.0,4300.0,2,Cashier User,4,2025-11-04,2025,11,4,1,45,0
226,2025-11-05 00:00:00,52500.0,41500.0,11000.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
229,2025-11-05 01:00:00,16000.0,11200.0,4800.0,2,Cashier User,2,2025-11-05,2025,11,5,2,45,0
223,2025-11-05 02:00:00,45500.0,34400.0,11100.0,1,Shop Owner,4,2025-11-05,2025,11,5,2,45,0
230,2025-11-05 02:00:00,20500.0,15500.0,5000.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
219,2025-11-05 03:00:00,5000.0,3600.0,1400.0,2,Cashier User,2,2025-11-05,2025,11,5,2,45,0
224,2025-11-05 04:00:00,22000.0,17000.0,5000.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
228,2025-11-05 04:00:00,2500.0,1800.0,700.0,2,Cashier User,1,2025-11-05,2025,11,5,2,45,0
227,2025-11-05 05:00:00,10500.0,7300.0,3200.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
232,2025-11-05 05:00:00,54000.0,42500.0,11500.0,1,Shop Owner,4,2025-11-05,2025,11,5,2,45,0
220,2025-11-05 06:00:00,40000.0,32500.0,7500.0,2,Cashier User,2,2025-11-05,2025,11,5,2,45,0
222,2025-11-05 07:00:00,7500.0,4750.0,2750.0,2,Cashier User,1,2025-11-05,2025,11,5,2,45,0
231,2025-11-05 07:00:00,27000.0,21400.0,5600.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
221,2025-11-05 09:00:00,48000.0,39000.0,9000.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
225,2025-11-05 13:00:00,14000.0,9300.0,4700.0,2,Cashier User,3,2025-11-05,2025,11,5,2,45,0
233,2025-11-06 00:00:00,9000.0,6000.0,3000.0,2,Cashier User,2,2025-11-06,2025,11,6,3,45,0
238,2025-11-06 01:00:00,29000.0,23100.0,5900.0,1,Shop Owner,2,2025-11-06,2025,11,6,3,45,0
235,2025-11-06 02:00:00,13500.0,8550.0,4950.0,1,Shop Owner,2,2025-11-06,2025,11,6,3,45,0
240,2025-11-06 03:00:00,18000.0,12150.0,5850.0,2,Cashier User,4,2025-11-06,2025,11,6,3,45,0
237,2025-11-06 04:00:00,16500.0,12100.0,4400.0,1,Shop Owner,3,2025-11-06,2025,11,6,3,45,0
236,2025-11-06 05:00:00,23500.0,18000.0,5500.0,2,Cashier User,2,2025-11-06,2025,11,6,3,45,0
239,2025-11-06 08:00:00,22500.0,16200.0,6300.0,2,Cashier User,2,2025-11-06,2025,11,6,3,45,0
234,2025-11-06 09:00:00,32000.0,26000.0,6000.0,2,Cashier User,3,2025-11-06,2025,11,6,3,45,0
249,2025-11-07 00:00:00,26000.0,18250.0,7750.0,2,Cashier User,4,2025-11-07,2025,11,7,4,45,0
242,2025-11-07 01:00:00,23500.0,17850.0,5650.0,1,Shop Owner,4,2025-11-07,2025,11,7,4,45,0
250,2025-11-07 02:00:00,1500.0,950.0,550.0,2,Cashier User,1,2025-11-07,2025,11,7,4,45,0
252,2025-11-07 02:00:00,28500.0,21600.0,6900.0,2,Cashier User,4,2025-11-07,2025,11,7,4,45,0
253,2025-11-07 02:00:00,10000.0,7200.0,2800.0,1,Shop Owner,2,2025-11-07,2025,11,7,4,45,0
244,2025-11-07 03:00:00,40000.0,31600.0,8400.0,2,Cashier User,4,2025-11-07,2025,11,7,4,45,0
245,2025-11-07 05:00:00,5000.0,3600.0,1400.0,2,Cashier User,1,2025-11-07,2025,11,7,4,45,0
246,2025-11-07 05:00:00,32000.0,25100.0,6900.0,1,Shop Owner,3,2025-11-07,2025,11,7,4,45,0
248,2025-11-07 05:00:00,33500.0,26950.0,6550.0,1,Shop Owner,3,2025-11-07,2025,11,7,4,45,0
241,2025-11-07 10:00:00,28500.0,20000.0,8500.0,2,Cashier User,4,2025-11-07,2025,11,7,4,45,0
243,2025-11-07 10:00:00,7500.0,5400.0,2100.0,1,Shop Owner,1,2025-11-07,2025,11,7,4,45,0
247,2025-11-07 11:00:00,11000.0,7400.0,3600.0,1,Shop Owner,3,2025-11-07,2025,11,7,4,45,0
251,2025-11-07 11:00:00,7500.0,4950.0,2550.0,1,Shop Owner,3,2025-11-07,2025,11,7,4,45,0
273,2025-11-08 00:00:00,2500.0,1800.0,700.0,1,Shop Owner,1,2025-11-08,2025,11,8,5,45,1
255,2025-11-08 01:00:00,12000.0,8400.0,3600.0,2,Cashier User,2,2025-11-08,2025,11,8,5,45,1
258,2025-11-08 01:00:00,46000.0,36300.0,9700.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
266,2025-11-08 02:00:00,25000.0,18000.0,7000.0,2,Cashier User,2,2025-11-08,2025,11,8,5,45,1
270,2025-11-08 02:00:00,25500.0,18650.0,6850.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
259,2025-11-08 03:00:00,24500.0,17500.0,7000.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
263,2025-11-08 03:00:00,30000.0,20550.0,9450.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
275,2025-11-08 03:00:00,31500.0,24250.0,7250.0,2,Cashier User,2,2025-11-08,2025,11,8,5,45,1
256,2025-11-08 04:00:00,4000.0,2750.0,1250.0,2,Cashier User,2,2025-11-08,2025,11,8,5,45,1
261,2025-11-08 04:00:00,10000.0,7200.0,2800.0,2,Cashier User,1,2025-11-08,2025,11,8,5,45,1
274,2025-11-08 04:00:00,3000.0,1900.0,1100.0,2,Cashier User,1,2025-11-08,2025,11,8,5,45,1
271,2025-11-08 07:00:00,47500.0,35500.0,12000.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
272,2025-11-08 07:00:00,15000.0,10800.0,4200.0,1,Shop Owner,2,2025-11-08,2025,11,8,5,45,1
257,2025-11-08 08:00:00,25500.0,20500.0,5000.0,1,Shop Owner,3,2025-11-08,2025,11,8,5,45,1
269,2025-11-08 08:00:00,10500.0,6800.0,3700.0,2,Cashier User,2,2025-11-08,2025,11,8,5,45,1
260,2025-11-08 10:00:00,25000.0,18800.0,6200.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
262,2025-11-08 10:00:00,34500.0,25800.0,8700.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
254,2025-11-08 11:00:00,52000.0,39500.0,12500.0,1,Shop Owner,4,2025-11-08,2025,11,8,5,45,1
265,2025-11-08 11:00:00,38000.0,29500.0,8500.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
267,2025-11-08 11:00:00,5000.0,3600.0,1400.0,1,Shop Owner,1,2025-11-08,2025,11,8,5,45,1
264,2025-11-08 13:00:00,3000.0,1900.0,1100.0,2,Cashier User,1,2025-11-08,2025,11,8,5,45,1
268,2025-11-08 13:00:00,45500.0,36300.0,9200.0,2,Cashier User,4,2025-11-08,2025,11,8,5,45,1
276,2025-11-08 13:00:00,7500.0,5000.0,2500.0,1,Shop Owner,1,2025-11-08,2025,11,8,5,45,1
279,2025-11-09 00:00:00,29000.0,20050.0,8950.0,1,Shop Owner,4,2025-11-09,2025,11,9,6,45,1
281,2025-11-09 00:00:00,5000.0,3600.0,1400.0,2,Cashier User,1,2025-11-09,2025,11,9,6,45,1
